n_first,mu_first,sigma_first,median_first_ms,n_eachmiddle,mu_eachmiddle,sigma_eachmiddle,median_eachmiddle_ms,each_middle_colname
7230,5.286659564803793,0.6038369862010484,197.68197742733156,4550,5.339776631629907,0.4414628910514771,208.46614034617514,eachMiddleFixDur
