Objective Probability,df,T-Statistic,P-Value,Cohen_d,P-Value Corrected
0.1,24,2.8952390280851494,0.007948602916735175,0.6752754734693684,0.0635888233338814
0.2,24,-1.0247907637680866,0.3156808148146274,-0.26405816818421646,1.0
0.30000000000000004,24,0.3926177080236929,0.698067247678283,0.12471273517824082,1.0
0.4,24,0.7756028482613188,0.44555937915264543,0.2647763986025707,1.0
0.6,24,0.2384776426036143,0.8135351280721412,0.07335306042036932,1.0
0.7000000000000001,24,0.20944697079929267,0.8358670288434039,0.062411719218987506,1.0
0.8,24,0.5993666108414426,0.5545449817585293,0.195305489163572,1.0
0.9,24,-1.11736546381811,0.27489926485537886,-0.25310756905004556,1.0
