Bin,Mean_qRT_E,SEM_qRT_E,Mean_qRT_S,SEM_qRT_S,Mean_pS,SEM_pS,Mean_RT,SEM_RT,Mean_RT_E,SEM_RT_E,Mean_RT_S,SEM_RT_S,Mean_CorrectProb,SEM_CorrectProb
1,0.557539682539682,0.0383164323494537,0.442460317460317,0.0383164323494537,0.601060304837641,0.0126057308326464,1.273994748009,0.0274139703869404,1.3475192301571,0.0506129015159243,1.22519459557995,0.0307680502247978,0.873426110006627,0.00855934494736471
2,0.53042328042328,0.0216574021965438,0.46957671957672,0.0216574021965438,0.453703703703704,0.0128033729060223,1.00504406698195,0.0162371366993439,0.975675996852813,0.018693257093931,1.04040562081092,0.0277797461681245,0.8433575677462,0.00934417832945305
3,0.498341903271481,0.0185345226030381,0.501658096728519,0.0185345226030381,0.426011944260119,0.012738130366507,0.959573711008335,0.016970199507642,0.974679354552783,0.0224681561366108,0.939221091590971,0.0258907531251187,0.939193654990086,0.00614373621319063
4,0.502645502645503,0.0158537140138634,0.497354497354497,0.0158537140138634,0.423583662714097,0.0126824119442837,0.959430501910542,0.0147667111037094,0.930874082427218,0.0182091224283233,0.998290326246326,0.024455415564021,0.852687458526875,0.00912973501505705
5,0.478835978835979,0.0218053459283526,0.521164021164021,0.0218053459283526,0.528089887640449,0.0128340611287983,1.2534565593629,0.027813865883896,1.25030305864481,0.0409728334039135,1.25627458128119,0.0378845130619883,0.852340145023072,0.00910845884592291
