n_first,mu_first,sigma_first,median_first_ms,n_eachmiddle,mu_eachmiddle,sigma_eachmiddle,median_eachmiddle_ms,each_middle_colname
5527,5.348782312828889,0.6205345468047261,210.35199892187038,3238,5.406331272885771,0.45858473483269424,222.8126475636776,eachMiddleFixDur
