a,a_std,a_subj.1,a_subj.3,a_subj.4,a_subj.5,a_subj.7,a_subj.8,a_subj.10,a_subj.11,a_subj.12,a_subj.13,a_subj.15,a_subj.16,a_subj.17,a_subj.19,a_subj.21,a_subj.22,a_subj.23,a_subj.24,a_subj.25,a_subj.27,t,t_std,t_subj.1,t_subj.3,t_subj.4,t_subj.5,t_subj.7,t_subj.8,t_subj.10,t_subj.11,t_subj.12,t_subj.13,t_subj.15,t_subj.16,t_subj.17,t_subj.19,t_subj.21,t_subj.22,t_subj.23,t_subj.24,t_subj.25,t_subj.27,v_ES_AttentionW,v_ES_AttentionW_std,v_ES_AttentionW_subj.1,v_ES_AttentionW_subj.3,v_ES_AttentionW_subj.4,v_ES_AttentionW_subj.5,v_ES_AttentionW_subj.7,v_ES_AttentionW_subj.8,v_ES_AttentionW_subj.10,v_ES_AttentionW_subj.11,v_ES_AttentionW_subj.12,v_ES_AttentionW_subj.13,v_ES_AttentionW_subj.15,v_ES_AttentionW_subj.16,v_ES_AttentionW_subj.17,v_ES_AttentionW_subj.19,v_ES_AttentionW_subj.21,v_ES_AttentionW_subj.22,v_ES_AttentionW_subj.23,v_ES_AttentionW_subj.24,v_ES_AttentionW_subj.25,v_ES_AttentionW_subj.27,v_ES_InattentionW,v_ES_InattentionW_std,v_ES_InattentionW_subj.1,v_ES_InattentionW_subj.3,v_ES_InattentionW_subj.4,v_ES_InattentionW_subj.5,v_ES_InattentionW_subj.7,v_ES_InattentionW_subj.8,v_ES_InattentionW_subj.10,v_ES_InattentionW_subj.11,v_ES_InattentionW_subj.12,v_ES_InattentionW_subj.13,v_ES_InattentionW_subj.15,v_ES_InattentionW_subj.16,v_ES_InattentionW_subj.17,v_ES_InattentionW_subj.19,v_ES_InattentionW_subj.21,v_ES_InattentionW_subj.22,v_ES_InattentionW_subj.23,v_ES_InattentionW_subj.24,v_ES_InattentionW_subj.25,v_ES_InattentionW_subj.27,chain,draw
1.712976617608083,0.39457801636756396,2.1688350646278503,2.331754246446575,1.7765133099211887,2.1254699903396514,1.9757866743033559,1.8334992706503,1.1708058398863386,1.7606516210378307,2.0500308933284104,1.9088263343781338,1.5596583704290223,3.018278760955161,1.8850561291243024,1.5496865519289567,1.5890148505724608,1.2963701768111249,1.8579247151222784,2.101626697400621,0.8767614746332801,1.2337287990794525,0.41825568366519295,0.0886035888326834,0.38106450332185743,0.35099153654292786,0.5283384761035643,0.4750874142349496,0.5271762452254714,0.4510565969780432,0.24180839230951123,0.44895690180233794,0.46380017313786825,0.41611179931551806,0.46028626778867016,0.39294896158170367,0.47907809931241624,0.3994185124476937,0.35321695350522037,0.31584518355158014,0.43021024032610217,0.410598678598371,0.23341075561972824,0.4328974002098632,0.02731022192636568,0.009651498757304169,0.028982271478884533,0.036222921172383016,0.016305756040473487,0.024542262241992865,0.03166093042403562,0.04325999671821525,0.019176559135564573,0.023785044000864817,0.024957674985127173,0.045284131776496685,0.021922310416685634,0.02692655292961886,0.021502303269882887,0.04191543864853042,0.02081111276054839,0.029814076702852754,0.036800258001321695,0.05054860990546323,0.011407394497612827,0.027888889232314286,0.028116948126255707,0.012382259511050956,0.027429548331894666,0.030023066021540215,0.020940962744747712,0.029851909457837316,0.03223353291775177,0.04402425557453811,0.008445308355950271,0.03503902040401215,0.023983967978702676,0.0411899098391961,0.028111309220410285,0.02423974561517459,0.018246194704375024,0.031819715430515344,0.019854164509016545,0.030371073206239024,0.030436649251875548,0.051339362708570334,0.009077978724457019,0.022553885499433476,0,4936
1.7675492316692623,0.44413962113875743,2.2300892058777584,2.2333742120820372,1.672857560229628,1.878459871666733,2.0339827309366703,1.774166701387787,1.2577195723415535,1.6641432042529505,2.065066649369969,1.8120163198364425,1.583461137680076,3.0100424272872166,1.9857738032653105,1.5847109215482518,1.6499081056647318,1.2231130067026759,1.9095604287689563,1.9542514915482196,0.8997474439926034,1.1930992687351165,0.41114790717311733,0.08309701704358301,0.37099407558788156,0.38286179899002015,0.553518286563663,0.5285127619793166,0.49324035497985813,0.44735564046183085,0.2382416728539509,0.47879456591813846,0.46229795296326837,0.4143806979917271,0.4621358832072211,0.38718274947274006,0.4919674816299001,0.38215155798875694,0.3515648132961418,0.32868418136111904,0.4106892970130839,0.42390079264166414,0.22739863757030923,0.42926818167904646,0.030449956692801834,0.01163662726102898,0.03188060639417678,0.03656597027469111,0.021401798115400716,0.020226598099704736,0.03285158042524291,0.04290039335162827,0.02014860584644006,0.029376501203595282,0.025331144474312662,0.04048229243171553,0.026508814602177466,0.019617540537023238,0.02897218282073647,0.0402581362225252,0.021614553797046514,0.03327646944190061,0.0314455526564541,0.04433305314730451,0.009124513731247993,0.03145038210301682,0.030762439192114403,0.015481860959986882,0.03170833136652192,0.028486658901547713,0.01931585300022479,0.030417263757339993,0.03514121608406952,0.04265875746729401,0.011671826965417926,0.032778063683551725,0.022866022742169458,0.03607884313637504,0.030246150551009033,0.019015578225224455,0.02331910519072136,0.03287929757595316,0.021574388883252617,0.025826654595446873,0.033468464567523296,0.0475279138539694,-0.0013914560562101018,0.027217692704612696,2,348
1.9015288996987965,0.4337152880078651,2.089515055184208,2.2253285538376333,2.002884808793989,1.856359770025064,2.1168233669557948,1.8478667417919927,1.2367168830068482,1.6601352989655718,2.0517363122835985,1.8946552651268214,1.6166952926919855,3.3510543752299458,2.0308360621935577,1.7109578160892216,1.6085947084581966,1.3295141242651463,1.7613288408810508,2.010990311374882,1.015570968937462,1.1480066196126877,0.4037314535804933,0.10116273795611125,0.39273490242473985,0.39357024763867704,0.49439965450999934,0.5165885194401183,0.47871415887448254,0.4536039695272786,0.23108723782832244,0.47588101161318397,0.4481072285635793,0.41423264209383603,0.452485035652067,0.3360876290739348,0.47461730819351744,0.3666351243323714,0.3486590602201917,0.312993564011589,0.4485220742940231,0.41316337875977993,0.2169379505250309,0.4341354634804921,0.02936675508676859,0.012211820447953922,0.03214930413490356,0.03862297748253696,0.021497554868819123,0.021884372647027493,0.02856836435122236,0.044191451937627836,0.03283971211295049,0.029840946545989948,0.024744398398328385,0.0419968558926255,0.019993317960537844,0.02211274724061621,0.022920935392666507,0.043370173305687876,0.019300057209961422,0.03701934465815485,0.037578381975815436,0.04798385965948254,-0.002110302241846277,0.02339180640626376,0.0278646428901944,0.016206826471307584,0.024274258635146564,0.03275789149276885,0.021188781741959154,0.029178364396321543,0.03226097880516646,0.04691821876708156,0.012258071746243136,0.03650777383059471,0.02321709991509773,0.033829601089617946,0.028843644057815775,0.020576076566561862,0.022071221394409812,0.035617567149201876,0.02016974629132176,0.031318695916223396,0.02943829755806857,0.04939433001284505,-0.013082002791059096,0.020937191801450268,0,689
1.654585728373541,0.4017090077441833,2.0098057457913634,2.3891972602021605,1.8064239751313333,2.0943573463616314,2.0498925131076593,1.9250780654962618,1.1269732826084091,1.654296995551305,2.0771787273824946,1.889556359103861,1.5504262436329634,3.0936393287629116,1.9067148532689617,1.677949292728818,1.6627976405811564,1.344596572326121,1.872137318805854,1.9582425911399541,0.9055027617979937,1.2292651165581738,0.4020589764433249,0.08859238805546853,0.40628574538657175,0.34532595862985127,0.5336689519078806,0.4914731510849916,0.4939736433447994,0.4517940397990839,0.23152964184243838,0.4613947728130138,0.4216249628687286,0.4165632760254244,0.46395565119998694,0.38720185869304447,0.4847665211703557,0.3766996089080225,0.3595453121435944,0.30885793592981875,0.41527760698206495,0.42664368319475515,0.2339866284710161,0.42337309615009816,0.023966664851374622,0.01294490434577805,0.03154978755968293,0.033679360812255074,0.01975032656177818,0.021429181522711917,0.029768834120515182,0.042607455526001835,0.032114695438042816,0.032684566705402145,0.026892792394804466,0.04255976180746643,0.02310071774090249,0.020200023301903604,0.02356262466518498,0.04658941227969475,0.02222075162638775,0.03265687853550469,0.0341548379738372,0.052668248456309866,0.0024215169429633683,0.022976485162406208,0.024251022534804434,0.011342277275370703,0.024164521426471988,0.026464210884109194,0.0188656509093917,0.03171463384754655,0.03230136189065158,0.04854384782205175,0.01835850152574903,0.03477541015971866,0.025018672220301276,0.04160127929800961,0.024870534043801233,0.020343880126246834,0.017170742024732625,0.03686158887141358,0.022729286699907435,0.03209379111975459,0.02908273569381166,0.0524913906776821,-0.010688032062483819,0.018314713959403376,1,2879
1.7415438473661506,0.42547407163628237,1.9571972922073353,2.231337047508873,1.7753210914294169,2.034828369175306,2.133600776191439,1.9234013718497414,1.2546761213853694,1.7350389512289612,2.074521102950305,1.9645561119054333,1.5461143189986697,3.184029717788426,2.025205928165442,1.7535574206016022,1.6047979119711133,1.2277207013364193,1.761941695409481,2.0237261167999234,0.9973871484945549,1.2399949901448528,0.42706731924144403,0.0915882985985721,0.41065893362257316,0.35162287070392884,0.5248852894047237,0.48977333536291856,0.45953307413847044,0.4423302030205366,0.2243982247086978,0.46334546631662005,0.4470461013338839,0.42653087656783845,0.4682549967568277,0.30980318734542484,0.49667024365251095,0.3607044606611885,0.3572740757469678,0.3217180389680904,0.4319519769667531,0.41583632894467454,0.21837107564959776,0.43009660374927344,0.028777368839053796,0.012196710083541236,0.02758236433918379,0.03399395138565349,0.01990521428231539,0.01876301252365122,0.028670742209413368,0.046161146620883955,0.02196733709735268,0.0368840787649473,0.025713889119945647,0.05140121544778868,0.023685610950864563,0.020275177407042936,0.020066336187952075,0.042813598706241435,0.021014432511861483,0.02837105076601873,0.03903004471413776,0.05318566657710522,0.009977807333648014,0.03233280657365632,0.02661624774642611,0.012086138101572996,0.025569044982890483,0.032172865281520725,0.017542419920444557,0.028306985574732442,0.02956030696281364,0.04734082611309168,0.012686234312256416,0.04074810662667225,0.028898506372737734,0.03704298308456264,0.032370660772674545,0.018871031902880475,0.015737342277880127,0.03650445252482459,0.020259037716065634,0.022481464448632027,0.0365747919771993,0.05308171280610082,0.004748453023457326,0.018245487520746714,2,4849
1.8431094438163518,0.53104592745455,2.147455125724283,2.132785477492274,1.7779937820024179,1.9917084662957216,2.023101854126526,1.8830613312662277,1.1989538589318434,1.7173005452133867,1.9729386321788005,1.6940998488554961,1.5480058517813537,3.0200775033795124,2.044557587693659,1.625565745512029,1.6522419491995382,1.2121568254885353,1.833755128012698,2.009638876420118,0.851621944790597,1.2091189488627583,0.4062483142820919,0.07144156002788006,0.3746583151106239,0.3850950950666405,0.5362467788160138,0.47493342856345155,0.5067426440956306,0.43625878063952145,0.23905410834367763,0.4668918101360558,0.46099312805658155,0.4290046209236228,0.4681590051218103,0.34471671626688416,0.44941297597645974,0.3826935454712621,0.34543651190850033,0.326401230821656,0.42709429968584395,0.4133582225205978,0.23426122689874862,0.4321613338217358,0.029266038278985614,0.010688445171880452,0.02598820214553777,0.03410298539830643,0.017314841801950233,0.015777792431147145,0.03058199904311326,0.038989378856729026,0.022164349767363183,0.03588278665669623,0.026966595001150714,0.03929073172690644,0.022411198807120558,0.016695754889517092,0.021871928875103024,0.03799203188979157,0.02291701510107668,0.02689309425957684,0.032124520319778554,0.0503660528243603,0.013293692516921212,0.027320656947883756,0.031219735579812242,0.010114146662157911,0.02665288343063253,0.02791055565105767,0.018757252948841396,0.02817362333893591,0.031185172630653596,0.04125288665068986,0.013211569147659016,0.04102390696948062,0.025680503255795864,0.03246285673007198,0.02684288895495776,0.018089465377749556,0.02286781742794333,0.03489799634197946,0.022859725310598954,0.020222692740887206,0.032797216421708214,0.05028635420848872,0.003143611508477532,0.02221545484979776,1,1891
1.6866642872263597,0.6556312173876717,2.120150430168221,2.106676829721856,1.785373965732025,1.979033241314689,2.0964226976571085,1.894118076306963,1.2485224714286645,1.687080636399527,1.991339366185975,1.8438872958332602,1.4837423812099537,3.044939641972402,1.9040348066036066,1.6640309762813552,1.5703116988565906,1.3758653478186145,1.8414197290220957,2.050740181000597,0.9471222351076996,1.191602416833484,0.3607928087474077,0.09083697363791356,0.37009502383119447,0.39856962911414406,0.5463794347653599,0.5124206875022586,0.49750193886412764,0.452387498146004,0.23572459300717674,0.46772096872914665,0.4759221876443873,0.4327263356136643,0.4728694867234928,0.4110731432915093,0.4161668971136584,0.372940513824308,0.35963340474023103,0.2977892854565905,0.44715828843373945,0.4171140553482176,0.22569240197210486,0.4337317078610362,0.0321098914373358,0.008617679943569306,0.026415613225086503,0.03583241654988715,0.0193071460103139,0.023976367812523797,0.028060795223896044,0.04667787444420127,0.029489888559403994,0.029205222242054695,0.02563606179703408,0.04523574995641974,0.02394537612980476,0.022210327545853573,0.01847828478824319,0.042871468842034716,0.018336560999679827,0.034372407873397064,0.039956309457565606,0.049416612550251815,0.008933422102317873,0.03471459605671486,0.031067499342109117,0.009924338806267398,0.028085203566316004,0.03105604115974084,0.02505786932088503,0.03207291574314582,0.0297581166024044,0.045011161334008294,0.017210236208693396,0.03733962202953826,0.027274315180159946,0.037883724050137735,0.03312373865616987,0.021362312444438335,0.013837377593486754,0.0353401276798729,0.022454748601145807,0.02765955907681141,0.03585063471745783,0.049781059956267665,0.00037057881094429077,0.022958001105977746,1,4861
1.7169443997791924,0.3714808550154939,1.9898558456264777,2.0896115200993743,1.782178435220036,2.089737089825529,2.116335226209387,1.6884581338885005,1.1531630026710298,1.734935297733348,1.9932180312300702,1.9369314503936725,1.5909537388308672,3.0222952352439867,2.0737363545591982,1.6248063136813846,1.557304220763466,1.2823000446539805,1.7583883175892847,1.9763797396541072,0.8451422991227603,1.2358025045354286,0.4281655053962175,0.11515238935320607,0.38599614167705415,0.3945647040072388,0.5393758296915689,0.49556138322926024,0.48555283009350303,0.46758236735360736,0.2376763704758792,0.4600927422564624,0.44651589912143597,0.41848278585445403,0.45753031579075987,0.40873668682753783,0.47720075419134783,0.3950409528416452,0.36809795165299297,0.3188441708292274,0.4463993560562787,0.4160313895752713,0.2328456875467555,0.43191501513175695,0.029624104159216107,0.012999464872718483,0.025481524817779332,0.03488954121073832,0.023604384278399868,0.018982078661639697,0.03386737288907289,0.04056508072015366,0.030141574809937288,0.030050072259892424,0.024488922309950933,0.047915339138929536,0.02510290433509043,0.02169175087223824,0.02367626504472404,0.045714202380755666,0.01992292742000355,0.03191807570184463,0.042756049693599515,0.04314406430794338,0.010532442729015032,0.0327957803398368,0.026054673835273393,0.00806545200742231,0.024210053239117298,0.028037690142854208,0.02502255519656,0.030866126310979895,0.032951475173410995,0.04092901917091548,0.019711890051689655,0.03614814887908894,0.02643390684879332,0.036177108343181115,0.02708963059809395,0.023059114524199776,0.018597878353178828,0.03536567304816106,0.02347740614833589,0.027752417705906387,0.037050260434685046,0.04190146448695056,0.0021616388620717734,0.029428077393748094,2,4906
1.6839087920770268,0.4468662935831532,2.178932986308939,2.2207341308193804,1.8392900945412969,1.95198439077117,2.089112285406173,1.9446249458284595,1.182146011402546,1.654903981502605,2.0603422441900276,1.8574016594396987,1.504578543120756,3.0877592485007264,2.0017264951788922,1.7088037199741652,1.6181537718733188,1.2314839605484043,1.9145744599449004,1.8922852166541082,0.9794108686576344,1.2473240344724874,0.43022283949608386,0.09432524282701207,0.4065876497720757,0.3728184724212043,0.520937675643952,0.5187581858513844,0.49690236615823713,0.43263841897649497,0.24145692854336276,0.46606331310344795,0.47401569024811263,0.44507082671641424,0.46595313404402633,0.41994453369692575,0.46897703632242593,0.36675250112140684,0.34996055525274467,0.3387461404050878,0.408907470207931,0.435797535361317,0.2193265544135975,0.43175605097604824,0.02974905821364044,0.010160224743622222,0.02809522712021545,0.03321595585066182,0.017092729758826447,0.016760858423233313,0.029352818564038152,0.04178067382176749,0.02442662141255179,0.027221657334646484,0.02633695687892013,0.04311731327503619,0.02127724733645203,0.022947637387758714,0.02031609091205843,0.04113829469572926,0.02336983689523496,0.034642224898754334,0.040851841349590745,0.04863785666379376,0.012210609349731122,0.028037334572449682,0.029680380938537865,0.008674879993850082,0.026397653605523482,0.029556200934100493,0.01752696075324772,0.029668618769218356,0.030672253616453773,0.04236935643805141,0.018151646674913757,0.031783147481317275,0.026545903364715503,0.03934234837588395,0.028323597498311107,0.023282145060462677,0.020184710440732397,0.032194323668281066,0.023704229569264306,0.025288965058334285,0.030372674940186112,0.049977591726786647,-0.00109671455676738,0.020991596820428053,1,4956
2.1023002214966082,0.8208310332749471,2.0718558696681844,2.2980665958460884,1.7803816489556665,2.092122645475915,2.0794236345536135,1.8161738027517942,1.2493553930821273,1.7520236574615446,2.030737319064428,1.8665308451757459,1.5813738464671874,3.007874964785617,1.9418826145104648,1.5507591589685716,1.610766920372504,1.3253135069811322,1.8014807183118275,1.989572459178229,0.8587268110640363,1.2215125830779408,0.37430408587169356,0.09616556016500317,0.3839337516831106,0.36273736108102955,0.5272854558715114,0.45710014507233543,0.5073746485498226,0.4562427636399164,0.2275434408421278,0.4544904917745656,0.4513910179104523,0.4175454258293311,0.4454642054165783,0.3728882866002127,0.4675868680416824,0.40299229524302693,0.3589804308907226,0.3176288747575924,0.4227313353520298,0.41815584853129206,0.22741008169856208,0.43255897247470687,0.030751968688865854,0.009204626173693338,0.03321696119953743,0.031722512800359856,0.018213758566938416,0.019711308478218236,0.027385222691436034,0.04235456166902038,0.02388631578922009,0.03010974032849258,0.025207794113980518,0.047060531525595264,0.02358513154530167,0.022897003644281468,0.016154927710459822,0.04285830291165649,0.02167697580388285,0.033470944530552785,0.03307041998456561,0.0497830933604246,0.007801074034667449,0.03196638078962552,0.02421767873010118,0.01773595660743441,0.027411092281705067,0.03455708226104626,0.02160727861792742,0.027671241541991902,0.028763618172675254,0.03844240929925636,0.008987609456765787,0.03984549768324718,0.02681112303392086,0.038724754089258524,0.02754999194565438,0.021196789365073927,0.01331323457712795,0.038432463934326366,0.021769878098843003,0.034145367849511055,0.03826277876195361,0.04833776185271001,-0.004875606954853107,0.01890922435600155,0,4254
