a,a_std,a_subj.2,a_subj.3,a_subj.7,a_subj.8,a_subj.9,a_subj.10,a_subj.11,a_subj.12,a_subj.13,a_subj.15,a_subj.16,a_subj.17,a_subj.18,a_subj.19,a_subj.20,a_subj.21,a_subj.22,a_subj.23,a_subj.24,a_subj.25,a_subj.26,t,t_std,t_subj.2,t_subj.3,t_subj.7,t_subj.8,t_subj.9,t_subj.10,t_subj.11,t_subj.12,t_subj.13,t_subj.15,t_subj.16,t_subj.17,t_subj.18,t_subj.19,t_subj.20,t_subj.21,t_subj.22,t_subj.23,t_subj.24,t_subj.25,t_subj.26,v_ES_AttentionW,v_ES_AttentionW_std,v_ES_AttentionW_subj.2,v_ES_AttentionW_subj.3,v_ES_AttentionW_subj.7,v_ES_AttentionW_subj.8,v_ES_AttentionW_subj.9,v_ES_AttentionW_subj.10,v_ES_AttentionW_subj.11,v_ES_AttentionW_subj.12,v_ES_AttentionW_subj.13,v_ES_AttentionW_subj.15,v_ES_AttentionW_subj.16,v_ES_AttentionW_subj.17,v_ES_AttentionW_subj.18,v_ES_AttentionW_subj.19,v_ES_AttentionW_subj.20,v_ES_AttentionW_subj.21,v_ES_AttentionW_subj.22,v_ES_AttentionW_subj.23,v_ES_AttentionW_subj.24,v_ES_AttentionW_subj.25,v_ES_AttentionW_subj.26,v_ES_InattentionW,v_ES_InattentionW_std,v_ES_InattentionW_subj.2,v_ES_InattentionW_subj.3,v_ES_InattentionW_subj.7,v_ES_InattentionW_subj.8,v_ES_InattentionW_subj.9,v_ES_InattentionW_subj.10,v_ES_InattentionW_subj.11,v_ES_InattentionW_subj.12,v_ES_InattentionW_subj.13,v_ES_InattentionW_subj.15,v_ES_InattentionW_subj.16,v_ES_InattentionW_subj.17,v_ES_InattentionW_subj.18,v_ES_InattentionW_subj.19,v_ES_InattentionW_subj.20,v_ES_InattentionW_subj.21,v_ES_InattentionW_subj.22,v_ES_InattentionW_subj.23,v_ES_InattentionW_subj.24,v_ES_InattentionW_subj.25,v_ES_InattentionW_subj.26,chain,draw
1.9287814722897336,0.41646500465798564,1.8174738924608351,1.6193983630062785,2.320728930823146,1.76670138905059,2.1334712344484728,1.6227580925511071,1.616806792422885,1.9560538375377226,1.0760416050639123,1.6523128811617385,1.276763797446719,1.740083619213773,2.0016559002117416,2.1720064486827058,2.3873569751266817,2.6493194100307664,2.3240218612625467,1.883663459174032,1.3396703584683358,2.222043745049394,2.46879685326338,0.4316016959398757,0.06837527386451517,0.3804351359461746,0.3030930037394654,0.4101477548813059,0.28134308610795755,0.42270445312865124,0.5879394596136714,0.3620052656416538,0.45223530823848235,0.36994437140716696,0.4532675554582522,0.3725186198687116,0.3835030476830916,0.3591966423124222,0.4255572946445032,0.4262984775150721,0.45898042308196385,0.36829817470478105,0.3446207314691958,0.3375862309304597,0.42536014479666984,0.546361626645325,0.04340102831553761,0.015915268503072545,0.04176361481978602,0.021966638791417734,0.04699195056989325,0.052998489947955994,0.041737976708478106,0.0290795311012292,0.046907429660775664,0.03389392182689736,0.056032678365311214,0.0404952704250041,0.04480847153970491,0.052565045476367055,0.041092519708461325,0.03344841999538953,0.04627860010554785,0.04716932830979011,0.057562906645081006,0.03505271611397565,0.01369494829012193,0.02477386683320245,0.04799144184416918,0.04211821311515174,0.008850636413190678,0.04150493425380135,0.03207608391533632,0.04571399402753225,0.0526929955574752,0.0352707978691649,0.03346360159101212,0.05507304457969104,0.04464501689894887,0.053595910522932055,0.034641031295670074,0.05160959462500692,0.04917450330052871,0.03816396164170252,0.03315975860978176,0.047726641925253555,0.05341843442915566,0.053050404537248415,0.03972216964379129,0.017020062608898923,0.016355707344822605,0.05507732274348596,0,725
1.8765288096119606,0.48345891881397285,1.8247968598128583,1.5459602423173444,2.1962520556272858,1.6656598148882897,1.9604230590756782,1.5014821757569674,1.7511400514424438,1.9088814472169542,1.063405297707577,1.5784186359625834,1.0931498146282406,1.7245761976476421,2.0527734966214553,2.1368879163007444,2.1641657034110193,2.755477229060937,2.2558582811742496,1.805428248951522,1.4215767039682505,2.362423410336654,2.520069448556659,0.4047636344711342,0.05722864654424376,0.38017272461602647,0.3092849420548014,0.43955862907875703,0.3114494752844422,0.43055431910529457,0.5866982951995795,0.3593659644063436,0.43912531358345275,0.3663262393548417,0.4460864320757063,0.39294274329783146,0.39111947438352834,0.38305285200290534,0.43717289457843755,0.4351188106982855,0.4399005707929134,0.3724077513192959,0.3453560025656842,0.3322986463665869,0.4202964479756792,0.5185895687190011,0.03993729170536243,0.009166829562301882,0.036498808796872374,0.022251207605965787,0.04823093567822501,0.054995006866012996,0.03868069409160041,0.025729027999048314,0.05275115502470798,0.03786232132943802,0.05508190272661619,0.041282371408845185,0.0465550013038848,0.05077493593910778,0.03447249309852436,0.03614548822346851,0.04139523949399068,0.045271574628266226,0.052703981983891396,0.0315350465639614,0.015020541611098361,0.03665016066373922,0.04180893653862377,0.04437894090980329,0.010855757865067494,0.04105636099787112,0.026385962130373277,0.04434295447775364,0.051253346352227176,0.03440490403612198,0.03160878491972231,0.062254122750403124,0.04097108468173166,0.04899751623233839,0.03757748130029817,0.047678823358042625,0.04612309944602568,0.04082486710131053,0.037727345378727406,0.04702057386244826,0.04599712132200605,0.04834790455044098,0.035677389119291546,0.022280600521681473,0.01702321346802462,0.04894192172712809,0,4825
1.9695916332807362,0.36220616223833657,1.7290820538418372,1.6329601701857115,2.0224576840126494,1.8044104925557591,2.0052895485095767,1.5990414236848922,1.5590511172482233,1.8734340468043518,1.1291633568124793,1.6871224145940122,1.1964092851961232,1.7242472687485477,2.008709227511077,2.080001375700773,2.17498556563838,2.8043536638835773,2.486463692469529,1.7925353443044383,1.4330508291190214,2.274738184889756,2.3181332950788294,0.3948147567905573,0.06593181687466437,0.3952777705002196,0.3068312566302468,0.44065798775457965,0.28455520153489233,0.43023702186980733,0.5925532071660236,0.39017882371723916,0.44643879533846575,0.36406296050575626,0.43169106193919415,0.3936032342416519,0.38784244128642115,0.37624814973771836,0.44106654527083916,0.43504057059486956,0.44108852600162285,0.3218521662117681,0.3488063038269866,0.3295757221734805,0.4046819869788018,0.5509137466052918,0.039248535531898825,0.01595025561465454,0.03595134950733375,0.022076435717459923,0.04157704406317767,0.051808915949769545,0.036773842098397215,0.030137524861781523,0.050497978870609674,0.035270786154653705,0.06714723467783805,0.04165666533403611,0.051297652147991674,0.05698312953059255,0.035479440565105345,0.03492023745193187,0.04745920233349685,0.04816396845684388,0.06133477045752397,0.030697433128815503,0.015004945461776054,0.02862620696898103,0.04401612904247306,0.04122908327477248,0.009519946664279758,0.048573102769923146,0.03193767504241436,0.04329524202745348,0.04744618576120077,0.03291153260545443,0.03096444092364478,0.06548326236876048,0.042974307823978646,0.05830278202179831,0.03412283045606631,0.05773564293753842,0.05052017622884712,0.03944478961731489,0.034954642960384245,0.042286041020292736,0.0514366106208211,0.05455303262498503,0.03389786405489012,0.023596127194604282,0.014777490763042963,0.0459340477053877,1,1425
1.8671617006328403,0.42186529173751747,1.6677630991474353,1.6523112769026684,2.0276722764758057,1.7458771421029056,2.0892277875918612,1.5569881472025093,1.7199557845438127,1.944761947190138,1.0451546860726595,1.6612146248748687,1.1925902023536203,1.7179094691151013,2.0922503611383916,2.0610678607980946,2.141504980104726,2.908049961380942,2.3390850618714913,1.9162171067222697,1.4430905950137451,2.209190939565338,2.386772811938741,0.4224179108719592,0.06023284473525842,0.40771888232833137,0.29685965205932563,0.4464626120943353,0.29688510366762405,0.42978870866285335,0.5915783733458532,0.36983116950259326,0.4410003662209742,0.3734517490093333,0.4529845997617312,0.3901904488982025,0.377179813650276,0.37427272137868317,0.44948580207155137,0.43807463975412675,0.42738357952442063,0.34088398283600846,0.30922011824618645,0.3307849012298194,0.44861245263156657,0.5625882997506276,0.03765274179717325,0.012702531045648807,0.037990727720594676,0.026532111745739377,0.04147752086556959,0.0533770665361992,0.04323179841013801,0.02863348788289501,0.04905405639984457,0.03143924083994347,0.0635544203740761,0.03973139240488672,0.05299738005395457,0.044977513219866344,0.03652063636582121,0.04021088339536647,0.041320591096363636,0.05135672692111442,0.04989873481849562,0.027193260878917967,0.014555605792415164,0.028050533216474546,0.04874790919313308,0.040349002425260225,0.011661484886463338,0.046462927446055166,0.032499186490451436,0.043555429083627833,0.05187529419222823,0.037643943578395386,0.030721158900977492,0.06060930304160401,0.04645331107444106,0.05167484401492245,0.038807386390097745,0.05609894195037729,0.04283669883108196,0.043752729756084394,0.03797149764310333,0.0428342916069685,0.05276877413342726,0.046056900526433374,0.03321952453309707,0.01800842288661534,0.017639774347547467,0.055918557703908814,1,3380
1.7459750097539575,0.42955377935444994,1.81601225547506,1.618329333261803,2.1724542900009065,1.7274398548995904,2.056858737460606,1.6454348096095681,1.6011568710964186,1.9082105875484174,1.0372757433400963,1.7918138390841423,1.0826404001794445,1.6813429439510639,2.0075520156495914,2.198794450933655,1.977588900213886,2.6782075622116093,2.316013956651769,1.7651357838635473,1.4368086420542694,2.3625453270126213,2.356758268557752,0.42875039412448734,0.07809414734868347,0.38613126740404,0.29288927388965924,0.4237663270963687,0.30705898558055766,0.42425469042176633,0.5619225290244415,0.39067529795010886,0.45519606844599053,0.372833926733645,0.4389892933149631,0.40107362889013265,0.40270052987690863,0.3801235892869742,0.40713913650148037,0.4568029396437094,0.44719959297514467,0.37192895149809985,0.34391907911518027,0.33126663755099073,0.4014261089533697,0.5508637259195246,0.040248557629491755,0.008952249770389966,0.03813519408700049,0.020118846672008334,0.045300779442161355,0.05957773963210801,0.0418319948681532,0.03229076208774864,0.05320629563665968,0.041296126497229566,0.05487554272878354,0.03777758267166642,0.045172575287825666,0.05493061569665475,0.0362855937051611,0.03666624391543437,0.03848165225808901,0.0486043435835784,0.056820935220909564,0.03371183816875121,0.012844484274385497,0.028472834764288694,0.04327999797205008,0.03775718218365633,0.01186456840752365,0.04324324118465034,0.029058524690789823,0.04462679707306471,0.05623404103129952,0.0337087660590222,0.03582974719108853,0.06044083087964045,0.03999389609680295,0.047469663508471344,0.034423633588894664,0.04500036858468306,0.052151240244459954,0.037305341181899467,0.037557545288047334,0.04011235935860208,0.04692033557518625,0.04718701996595648,0.03466635522447096,0.022576414679475423,0.017760182220270787,0.05000556375556435,2,4138
2.03208238748455,0.4163902789321599,1.9198284691812586,1.6328750861680175,2.1454401919632047,1.7002998424261127,2.0640871198869353,1.5479553393268874,1.602028188690041,1.91716351016404,1.0333880125072388,1.7029356765462458,1.1937009017761777,1.6846924018655711,2.0320475107063394,2.308406212671668,2.0586322210752703,2.763252889915429,2.1109901248641756,1.8956901416813365,1.4128506753453363,2.338741526887853,2.488393110639405,0.3857021529256439,0.07433367031556062,0.36925836250818295,0.29912356082536296,0.4216563114609266,0.2946596290392796,0.42122432788126507,0.5893558130732094,0.3694145176358132,0.44666767245277744,0.37035349910719434,0.44177591062526744,0.3665249559555804,0.3971704358631884,0.36761623174445607,0.416581075673807,0.4481434965876997,0.45241299824366077,0.38848224067136394,0.3312565917039474,0.3212266296990372,0.40709221540789553,0.559719306939184,0.040250750896822354,0.012996212148587198,0.03505298732282215,0.02231500617808916,0.04336751188930316,0.051786692949441236,0.039401403446172024,0.03352006595496282,0.05645520173568031,0.03466665361060015,0.05819113557886019,0.04281736757928132,0.042919692670948036,0.046362465278620604,0.03021090854844167,0.031027718766355822,0.04416035932699805,0.048812574822675384,0.0504623213441901,0.033675453006839697,0.013943494672210247,0.03392552683096202,0.05242797662424567,0.04602911481859716,0.01650494961564685,0.04363738773067793,0.026926336110230514,0.04828858726571097,0.048758812844424994,0.03283486592719695,0.03715699364128438,0.061888399598876695,0.04678143888949941,0.0525918755909132,0.04127186820459116,0.052127915295868424,0.05196953124207756,0.0346950961214258,0.02996933978104384,0.04319505237940996,0.04897025050446991,0.04501020330376458,0.038867465920828646,0.021080694461627615,0.016344607473364088,0.05099723807908389,1,2572
1.7560603389927907,0.4452314254534633,1.8171496794370836,1.4914975631077025,2.088740892678349,1.6612471825350603,2.1704580512549927,1.5607668207566219,1.5555440351919614,1.940637671268906,1.0368347405486946,1.6991563510903553,1.1906262738373852,1.6499177975826484,2.016228565562156,2.2793483603511744,2.1364227407977756,2.573575652132032,2.440844165070799,1.8126793729354642,1.496715827505368,2.258537019001913,2.3240736067258245,0.3858416193514213,0.056397618600617996,0.37327440369886516,0.3128797673488647,0.44231013305006045,0.29235876406195266,0.4086513604493332,0.5791366891300052,0.3810229479758715,0.45546084705054624,0.37114830516009134,0.4342398633171849,0.37732481729231393,0.38862505978350537,0.35865873104150525,0.42117126039876296,0.4364995068456087,0.4698096067584825,0.3427448414950844,0.35214132993968367,0.332124534371639,0.407677773707409,0.5518550143930143,0.03666350606207229,0.01216890688397793,0.03824660582182907,0.021504811254447774,0.04404084185398397,0.05215262688244426,0.037873607869480484,0.0344419811383672,0.051712056693270114,0.03553371196150373,0.05487003725149287,0.042321407252701185,0.05036511521485623,0.050462363093392616,0.03149930406734558,0.04087893373681513,0.04251686176330096,0.051135302052512856,0.051129104900045005,0.03334115556091938,0.016360154298416668,0.027692283138958277,0.04386842585795626,0.03849854681826497,0.014291928499086993,0.048666662508529177,0.02604808704454542,0.04038936014746442,0.0515224444731493,0.03529709880678998,0.03375324393868057,0.0618462013360766,0.04384850385118039,0.050510246210191095,0.03437587533147861,0.05109587119919488,0.05204881404486129,0.036756985374783654,0.039406424634017834,0.03866509341385152,0.04902815834396395,0.04712286988720756,0.03211395638832638,0.021478602840632566,0.01474105359242677,0.050373974137745095,1,899
1.944554502777355,0.4276051203023695,1.8608049001274591,1.5426253876566305,2.08392830208286,1.7297183019586713,1.9808056045527958,1.6102735357234406,1.6570555897379784,1.923656926620509,0.9833742799803732,1.7442886518677998,1.3504226244686222,1.710240799643263,1.918136852027338,2.2163327284012473,2.0902316612718934,2.546222797816238,2.480840116202882,1.8765346353841417,1.4554299375782527,2.1229225835909586,2.54280813320906,0.3992645959700756,0.07055425983856942,0.37553081688766576,0.3258529383522309,0.4466378067821829,0.2980975329745465,0.4362824026936931,0.5760037752585216,0.3495634035854831,0.44397145948342065,0.3749840400526085,0.44378999502629357,0.36372752291753124,0.3992925821651633,0.3862800661712925,0.43983869853385493,0.4476394752515461,0.4731787896770714,0.3444285460948594,0.34238001184253886,0.3261838916111627,0.4288207229797652,0.5268683435200043,0.03777913996768067,0.017156861404227116,0.03475543319084487,0.017181767524448874,0.04218339112538057,0.05972027093588425,0.03672135897610964,0.0322415045840141,0.04627150827944467,0.03557805914267684,0.05345759424224002,0.04111959759020055,0.04527266045038785,0.051059838646827414,0.03182711767913962,0.04191268491040774,0.041542680555310685,0.04982328634022836,0.06112156678972011,0.02677247741435205,0.01472544243949548,0.029966582831727175,0.04734398078769832,0.03942154184084883,0.010798156393155385,0.043013145568663015,0.02769587852767999,0.043147614469104194,0.051141354856533455,0.03141374126914746,0.03505517133768845,0.0541276655716727,0.04356608381468837,0.04427151251338016,0.033981437287830166,0.0548102074708432,0.05168027558698394,0.03712016862979169,0.038692248422909886,0.040048727153353086,0.05153357842501047,0.048757340429935694,0.03489688952572598,0.020621010263288858,0.015557452042619909,0.04767195297295999,0,4279
1.8240910630154146,0.38000194753209604,1.719393641346279,1.5990357287731618,2.2589630549884028,1.64951035195065,1.9616501135426898,1.5276961449903808,1.6922763694641187,1.7745209767146721,1.0464556075399791,1.6400756992636631,1.1062122751454626,1.701091845006265,1.9135339680059573,2.2989669137384445,2.240662298161603,2.4480291491349635,2.3392336689664655,1.870805440257623,1.3902488341491739,2.2082861610031808,2.4208852082253336,0.4632291410279695,0.13305385224517197,0.3988317350692097,0.29822380529367354,0.42261063090071016,0.28902911109779117,0.446153697108554,0.5913506187778004,0.36338048953341706,0.45564239563843895,0.3696902444058675,0.44737305043482817,0.39297660027342385,0.3972775525523329,0.3678169111974729,0.41171708529592144,0.43495897594480115,0.4740134917270984,0.3723219663882535,0.3601194397677657,0.32770626780863016,0.4106595908012849,0.5373845570288609,0.041863198468655945,0.00807108348964516,0.03339433658391015,0.023642207847855222,0.04648582780490393,0.04940762164973789,0.03533714408025501,0.028790137323051888,0.046424392244188234,0.03395331873768417,0.059282220467667124,0.043492785063801866,0.04144745760087355,0.05272056540299977,0.03369633808848568,0.03763217547303607,0.04515566201641859,0.049340880717713274,0.05300105438600378,0.035728952545283216,0.013893593598106067,0.0324129945182856,0.04675544702761465,0.04105358786753004,0.009588710010335842,0.048996608071872894,0.026700082073677925,0.04481670084496683,0.05149279755471581,0.029976280206051018,0.033594738761687115,0.06217890156607854,0.041514956823288617,0.0526479301009972,0.03645134612604441,0.05230568740340935,0.05291217215293817,0.03803632051129367,0.03819473365282873,0.045625546461417976,0.04562123735838722,0.04653690274926732,0.036318602839197224,0.01606773514018461,0.015985104077262943,0.04934404662367374,0,324
2.0586030915868583,0.42642219605433046,1.7669434647597553,1.572390746716422,2.1804500104417914,1.7046623792986655,2.0581749396737736,1.6497817466591604,1.486231143503312,2.0287165710105994,1.066180615216179,1.6288325596285622,1.211380232915011,1.7900466758976457,2.0553223481428633,2.3139790990218096,2.2982109138228948,2.712749559149004,2.523156574426933,1.8081415596090697,1.5583470491446696,2.2610461693089277,2.4711656853743182,0.38412465598834195,0.07375868107593268,0.39950502800745535,0.3108834549214923,0.44077016285265935,0.30485993268025735,0.42068491646583206,0.595956017439219,0.40104662188768203,0.43165867773707023,0.36910903294061403,0.44466077333577,0.3864256349308972,0.39104077730369097,0.3552557818690481,0.4169638844569209,0.4393179307984057,0.47289695345621485,0.3446019266743453,0.36320252043967755,0.3248778231395831,0.4016215806101918,0.5457364365285422,0.04658048143624305,0.011726405373910313,0.03813965231196337,0.02242727723202275,0.042571464230492975,0.05823910389513397,0.03666563188984688,0.03525227540314211,0.05154520540032734,0.03654315468885764,0.05985516478076122,0.04374957558825843,0.040077264237013036,0.05756322442099947,0.03600420979027959,0.03712452182330876,0.047393221416678136,0.05112731469066972,0.06322162825909376,0.03503171979220135,0.017217025337764577,0.02958011102903469,0.04745222436180423,0.043762517680222476,0.011056897010610564,0.03685288670925756,0.03186757580559043,0.0414020786477366,0.05637654009368759,0.0335989662552065,0.03674389364564463,0.05805725912569655,0.04250081459132513,0.044695442432444846,0.037581286520654685,0.047060156581984584,0.05548246955735943,0.04478627639660457,0.03637393505475547,0.04725354194684134,0.051833450516118346,0.052726788713824996,0.03516190296300452,0.023696893537555087,0.016237764211931446,0.049774427948429865,0,3739
