subject,bin,probE,source,draw
7,2,0.577464788732394,simulated,3
7,3,0.438356164383562,simulated,3
7,4,0.444444444444444,simulated,3
7,5,0.402777777777778,simulated,3
8,1,0.375,simulated,3
8,2,0.442857142857143,simulated,3
8,3,0.479452054794521,simulated,3
8,4,0.464788732394366,simulated,3
8,5,0.638888888888889,simulated,3
9,1,0.486111111111111,simulated,3
9,2,0.541666666666667,simulated,3
9,3,0.486111111111111,simulated,3
9,4,0.569444444444444,simulated,3
9,5,0.472222222222222,simulated,3
10,1,0.277777777777778,simulated,3
10,2,0.361111111111111,simulated,3
10,3,0.394366197183099,simulated,3
10,4,0.527777777777778,simulated,3
10,5,0.583333333333333,simulated,3
11,1,0.625,simulated,3
11,2,0.513888888888889,simulated,3
11,3,0.542857142857143,simulated,3
11,4,0.424657534246575,simulated,3
11,5,0.541666666666667,simulated,3
12,1,0.541666666666667,simulated,3
12,2,0.5,simulated,3
12,3,0.458333333333333,simulated,3
12,4,0.527777777777778,simulated,3
12,5,0.472222222222222,simulated,3
13,1,0.365384615384615,simulated,3
13,2,0.464285714285714,simulated,3
13,3,0.436363636363636,simulated,3
13,4,0.425925925925926,simulated,3
13,5,0.555555555555556,simulated,3
15,1,0.507936507936508,simulated,3
15,2,0.492063492063492,simulated,3
15,3,0.4375,simulated,3
15,4,0.46031746031746,simulated,3
15,5,0.53968253968254,simulated,3
16,1,0.583333333333333,simulated,3
16,2,0.52112676056338,simulated,3
16,3,0.513888888888889,simulated,3
16,4,0.583333333333333,simulated,3
16,5,0.388888888888889,simulated,3
17,1,0.444444444444444,simulated,3
17,2,0.458333333333333,simulated,3
17,3,0.444444444444444,simulated,3
17,4,0.555555555555556,simulated,3
17,5,0.513888888888889,simulated,3
18,1,0.275862068965517,simulated,3
18,2,0.448275862068966,simulated,3
18,3,0.473684210526316,simulated,3
18,4,0.56140350877193,simulated,3
18,5,0.423728813559322,simulated,3
19,1,0.490196078431373,simulated,3
19,2,0.5,simulated,3
19,3,0.372549019607843,simulated,3
19,4,0.448979591836735,simulated,3
19,5,0.576923076923077,simulated,3
20,1,0.555555555555556,simulated,3
20,2,0.652777777777778,simulated,3
20,3,0.569444444444444,simulated,3
20,4,0.422535211267606,simulated,3
20,5,0.410958904109589,simulated,3
21,1,0.708333333333333,simulated,3
21,2,0.583333333333333,simulated,3
21,3,0.555555555555556,simulated,3
21,4,0.388888888888889,simulated,3
21,5,0.388888888888889,simulated,3
22,1,0.527777777777778,simulated,3
22,2,0.549295774647887,simulated,3
22,3,0.452054794520548,simulated,3
22,4,0.563380281690141,simulated,3
22,5,0.534246575342466,simulated,3
23,1,0.507042253521127,simulated,3
23,2,0.414285714285714,simulated,3
23,3,0.450704225352113,simulated,3
23,4,0.492957746478873,simulated,3
23,5,0.591549295774648,simulated,3
24,1,0.555555555555556,simulated,3
24,2,0.485714285714286,simulated,3
24,3,0.5,simulated,3
24,4,0.472222222222222,simulated,3
24,5,0.583333333333333,simulated,3
25,1,0.680555555555556,simulated,3
25,2,0.666666666666667,simulated,3
25,3,0.430555555555556,simulated,3
25,4,0.430555555555556,simulated,3
25,5,0.375,simulated,3
26,1,0.597222222222222,simulated,3
26,2,0.513888888888889,simulated,3
26,3,0.430555555555556,simulated,3
26,4,0.513888888888889,simulated,3
26,5,0.458333333333333,simulated,3
2,1,0.541666666666667,simulated,4
2,2,0.638888888888889,simulated,4
2,3,0.444444444444444,simulated,4
2,4,0.472222222222222,simulated,4
2,5,0.513888888888889,simulated,4
3,1,0.436619718309859,simulated,4
3,2,0.450704225352113,simulated,4
3,3,0.583333333333333,simulated,4
3,4,0.450704225352113,simulated,4
3,5,0.52112676056338,simulated,4
7,1,0.555555555555556,simulated,4
7,2,0.527777777777778,simulated,4
7,3,0.5,simulated,4
7,4,0.450704225352113,simulated,4
7,5,0.465753424657534,simulated,4
8,1,0.333333333333333,simulated,4
8,2,0.394366197183099,simulated,4
8,3,0.513888888888889,simulated,4
8,4,0.422535211267606,simulated,4
8,5,0.555555555555556,simulated,4
9,1,0.5,simulated,4
9,2,0.486111111111111,simulated,4
9,3,0.527777777777778,simulated,4
9,4,0.569444444444444,simulated,4
9,5,0.472222222222222,simulated,4
10,1,0.277777777777778,simulated,4
10,2,0.361111111111111,simulated,4
10,3,0.394366197183099,simulated,4
10,4,0.513888888888889,simulated,4
10,5,0.597222222222222,simulated,4
11,1,0.690140845070423,simulated,4
11,2,0.520547945205479,simulated,4
11,3,0.549295774647887,simulated,4
11,4,0.444444444444444,simulated,4
11,5,0.5,simulated,4
12,1,0.625,simulated,4
12,2,0.5,simulated,4
12,3,0.457142857142857,simulated,4
12,4,0.527027027027027,simulated,4
12,5,0.486111111111111,simulated,4
13,1,0.222222222222222,simulated,4
13,2,0.462962962962963,simulated,4
13,3,0.418181818181818,simulated,4
13,4,0.407407407407407,simulated,4
13,5,0.555555555555556,simulated,4
15,1,0.507936507936508,simulated,4
15,2,0.555555555555556,simulated,4
15,3,0.4375,simulated,4
15,4,0.428571428571429,simulated,4
15,5,0.53968253968254,simulated,4
16,1,0.704225352112676,simulated,4
16,2,0.5,simulated,4
16,3,0.527027027027027,simulated,4
16,4,0.555555555555556,simulated,4
16,5,0.444444444444444,simulated,4
17,1,0.5,simulated,4
17,2,0.507042253521127,simulated,4
17,3,0.465753424657534,simulated,4
17,4,0.583333333333333,simulated,4
17,5,0.472222222222222,simulated,4
18,1,0.275862068965517,simulated,4
18,2,0.448275862068966,simulated,4
18,3,0.482142857142857,simulated,4
18,4,0.508474576271186,simulated,4
18,5,0.5,simulated,4
19,1,0.470588235294118,simulated,4
19,2,0.52,simulated,4
19,3,0.38,simulated,4
19,4,0.490196078431373,simulated,4
19,5,0.549019607843137,simulated,4
20,1,0.625,simulated,4
20,2,0.597222222222222,simulated,4
20,3,0.605633802816901,simulated,4
20,4,0.397260273972603,simulated,4
20,5,0.444444444444444,simulated,4
21,1,0.680555555555556,simulated,4
21,2,0.611111111111111,simulated,4
21,3,0.513888888888889,simulated,4
21,4,0.416666666666667,simulated,4
21,5,0.416666666666667,simulated,4
22,1,0.472222222222222,simulated,4
22,2,0.5,simulated,4
22,3,0.541666666666667,simulated,4
22,4,0.513888888888889,simulated,4
22,5,0.527777777777778,simulated,4
23,1,0.394366197183099,simulated,4
23,2,0.352112676056338,simulated,4
23,3,0.485714285714286,simulated,4
23,4,0.507042253521127,simulated,4
23,5,0.507042253521127,simulated,4
24,1,0.394366197183099,simulated,4
24,2,0.520547945205479,simulated,4
24,3,0.527777777777778,simulated,4
24,4,0.458333333333333,simulated,4
24,5,0.569444444444444,simulated,4
25,1,0.859154929577465,simulated,4
25,2,0.602739726027397,simulated,4
25,3,0.472222222222222,simulated,4
25,4,0.402777777777778,simulated,4
25,5,0.361111111111111,simulated,4
26,1,0.619718309859155,simulated,4
26,2,0.547945205479452,simulated,4
26,3,0.444444444444444,simulated,4
26,4,0.458333333333333,simulated,4
26,5,0.416666666666667,simulated,4
2,1,0.611111111111111,simulated,5
2,2,0.619718309859155,simulated,5
2,3,0.493150684931507,simulated,5
2,4,0.422535211267606,simulated,5
2,5,0.479452054794521,simulated,5
3,1,0.366197183098592,simulated,5
3,2,0.492957746478873,simulated,5
3,3,0.569444444444444,simulated,5
3,4,0.507042253521127,simulated,5
3,5,0.492957746478873,simulated,5
7,1,0.611111111111111,simulated,5
7,2,0.527777777777778,simulated,5
7,3,0.458333333333333,simulated,5
7,4,0.472222222222222,simulated,5
7,5,0.444444444444444,simulated,5
8,1,0.394366197183099,simulated,5
8,2,0.430555555555556,simulated,5
8,3,0.486111111111111,simulated,5
8,4,0.507042253521127,simulated,5
8,5,0.611111111111111,simulated,5
9,1,0.5,simulated,5
9,2,0.5,simulated,5
9,3,0.513888888888889,simulated,5
9,4,0.597222222222222,simulated,5
9,5,0.458333333333333,simulated,5
10,1,0.277777777777778,simulated,5
10,2,0.388888888888889,simulated,5
10,3,0.394366197183099,simulated,5
10,4,0.555555555555556,simulated,5
10,5,0.569444444444444,simulated,5
11,1,0.611111111111111,simulated,5
11,2,0.527777777777778,simulated,5
11,3,0.507042253521127,simulated,5
11,4,0.430555555555556,simulated,5
11,5,0.541666666666667,simulated,5
12,1,0.569444444444444,simulated,5
12,2,0.5,simulated,5
12,3,0.444444444444444,simulated,5
12,4,0.583333333333333,simulated,5
12,5,0.458333333333333,simulated,5
13,1,0.351851851851852,simulated,5
13,2,0.462962962962963,simulated,5
13,3,0.462962962962963,simulated,5
13,4,0.381818181818182,simulated,5
13,5,0.555555555555556,simulated,5
15,1,0.523809523809524,simulated,5
15,2,0.587301587301587,simulated,5
15,3,0.40625,simulated,5
15,4,0.428571428571429,simulated,5
15,5,0.555555555555556,simulated,5
16,1,0.569444444444444,simulated,5
16,2,0.541666666666667,simulated,5
16,3,0.514285714285714,simulated,5
16,4,0.547945205479452,simulated,5
16,5,0.375,simulated,5
17,1,0.541666666666667,simulated,5
17,2,0.5,simulated,5
17,3,0.430555555555556,simulated,5
17,4,0.555555555555556,simulated,5
17,5,0.513888888888889,simulated,5
18,1,0.327586206896552,simulated,5
18,2,0.431034482758621,simulated,5
18,3,0.491228070175439,simulated,5
18,4,0.482758620689655,simulated,5
18,5,0.5,simulated,5
19,1,0.627450980392157,simulated,5
19,2,0.52,simulated,5
19,3,0.392156862745098,simulated,5
19,4,0.44,simulated,5
19,5,0.529411764705882,simulated,5
20,1,0.680555555555556,simulated,5
20,2,0.638888888888889,simulated,5
20,3,0.513888888888889,simulated,5
20,4,0.444444444444444,simulated,5
20,5,0.416666666666667,simulated,5
21,1,0.708333333333333,simulated,5
21,2,0.619718309859155,simulated,5
21,3,0.547945205479452,simulated,5
21,4,0.375,simulated,5
21,5,0.458333333333333,simulated,5
22,1,0.436619718309859,simulated,5
22,2,0.534246575342466,simulated,5
22,3,0.486111111111111,simulated,5
22,4,0.486111111111111,simulated,5
22,5,0.513888888888889,simulated,5
23,1,0.394366197183099,simulated,5
23,2,0.352112676056338,simulated,5
23,3,0.507246376811594,simulated,5
23,4,0.527777777777778,simulated,5
23,5,0.535211267605634,simulated,5
24,1,0.486111111111111,simulated,5
24,2,0.5,simulated,5
24,3,0.535211267605634,simulated,5
24,4,0.465753424657534,simulated,5
24,5,0.541666666666667,simulated,5
25,1,0.676056338028169,simulated,5
25,2,0.616438356164384,simulated,5
25,3,0.430555555555556,simulated,5
25,4,0.402777777777778,simulated,5
25,5,0.347222222222222,simulated,5
26,1,0.486111111111111,simulated,5
26,2,0.527777777777778,simulated,5
26,3,0.5,simulated,5
26,4,0.472222222222222,simulated,5
26,5,0.444444444444444,simulated,5
2,1,0.541666666666667,simulated,6
2,2,0.611111111111111,simulated,6
2,3,0.472222222222222,simulated,6
2,4,0.458333333333333,simulated,6
2,5,0.5,simulated,6
3,1,0.228571428571429,simulated,6
3,2,0.388888888888889,simulated,6
3,3,0.583333333333333,simulated,6
3,4,0.563380281690141,simulated,6
3,5,0.436619718309859,simulated,6
7,1,0.652777777777778,simulated,6
7,2,0.527777777777778,simulated,6
7,3,0.486111111111111,simulated,6
7,4,0.416666666666667,simulated,6
7,5,0.416666666666667,simulated,6
8,1,0.319444444444444,simulated,6
8,2,0.380281690140845,simulated,6
8,3,0.513888888888889,simulated,6
8,4,0.422535211267606,simulated,6
8,5,0.638888888888889,simulated,6
9,1,0.597222222222222,simulated,6
9,2,0.458333333333333,simulated,6
9,3,0.541666666666667,simulated,6
9,4,0.527777777777778,simulated,6
9,5,0.472222222222222,simulated,6
10,1,0.319444444444444,simulated,6
10,2,0.375,simulated,6
10,3,0.422535211267606,simulated,6
10,4,0.527777777777778,simulated,6
10,5,0.555555555555556,simulated,6
11,1,0.666666666666667,simulated,6
11,2,0.486111111111111,simulated,6
11,3,0.528571428571429,simulated,6
11,4,0.465753424657534,simulated,6
11,5,0.541666666666667,simulated,6
12,1,0.583333333333333,simulated,6
12,2,0.5,simulated,6
12,3,0.472222222222222,simulated,6
12,4,0.486111111111111,simulated,6
12,5,0.513888888888889,simulated,6
13,1,0.351851851851852,simulated,6
13,2,0.452830188679245,simulated,6
13,3,0.464285714285714,simulated,6
13,4,0.425925925925926,simulated,6
13,5,0.518518518518518,simulated,6
15,1,0.571428571428571,simulated,6
15,2,0.53968253968254,simulated,6
15,3,0.421875,simulated,6
15,4,0.444444444444444,simulated,6
15,5,0.555555555555556,simulated,6
16,1,0.563380281690141,simulated,6
16,2,0.520547945205479,simulated,6
16,3,0.577464788732394,simulated,6
16,4,0.527777777777778,simulated,6
16,5,0.416666666666667,simulated,6
17,1,0.5,simulated,6
17,2,0.5,simulated,6
17,3,0.436619718309859,simulated,6
17,4,0.534246575342466,simulated,6
17,5,0.513888888888889,simulated,6
18,1,0.362068965517241,simulated,6
18,2,0.473684210526316,simulated,6
18,3,0.5,simulated,6
18,4,0.431034482758621,simulated,6
18,5,0.5,simulated,6
19,1,0.529411764705882,simulated,6
19,2,0.52,simulated,6
19,3,0.352941176470588,simulated,6
19,4,0.46,simulated,6
19,5,0.529411764705882,simulated,6
20,1,0.569444444444444,simulated,6
20,2,0.652777777777778,simulated,6
20,3,0.527777777777778,simulated,6
20,4,0.472222222222222,simulated,6
20,5,0.416666666666667,simulated,6
21,1,0.763888888888889,simulated,6
21,2,0.611111111111111,simulated,6
21,3,0.5,simulated,6
21,4,0.375,simulated,6
21,5,0.430555555555556,simulated,6
22,1,0.611111111111111,simulated,6
22,2,0.514285714285714,simulated,6
22,3,0.472972972972973,simulated,6
22,4,0.52112676056338,simulated,6
22,5,0.561643835616438,simulated,6
23,1,0.436619718309859,simulated,6
23,2,0.408450704225352,simulated,6
23,3,0.492753623188406,simulated,6
23,4,0.5,simulated,6
23,5,0.577464788732394,simulated,6
24,1,0.458333333333333,simulated,6
24,2,0.541666666666667,simulated,6
24,3,0.5,simulated,6
24,4,0.5,simulated,6
24,5,0.611111111111111,simulated,6
25,1,0.722222222222222,simulated,6
25,2,0.597222222222222,simulated,6
25,3,0.430555555555556,simulated,6
25,4,0.416666666666667,simulated,6
25,5,0.319444444444444,simulated,6
26,1,0.680555555555556,simulated,6
26,2,0.597222222222222,simulated,6
26,3,0.458333333333333,simulated,6
26,4,0.402777777777778,simulated,6
26,5,0.402777777777778,simulated,6
2,1,0.5,simulated,7
2,2,0.597014925373134,simulated,7
2,3,0.493506493506494,simulated,7
2,4,0.472222222222222,simulated,7
2,5,0.458333333333333,simulated,7
3,1,0.352112676056338,simulated,7
3,2,0.52112676056338,simulated,7
3,3,0.625,simulated,7
3,4,0.450704225352113,simulated,7
3,5,0.47887323943662,simulated,7
7,1,0.680555555555556,simulated,7
7,2,0.555555555555556,simulated,7
7,3,0.458333333333333,simulated,7
7,4,0.458333333333333,simulated,7
7,5,0.375,simulated,7
8,1,0.366197183098592,simulated,7
8,2,0.375,simulated,7
8,3,0.52112676056338,simulated,7
8,4,0.472222222222222,simulated,7
8,5,0.611111111111111,simulated,7
9,1,0.52112676056338,simulated,7
9,2,0.534246575342466,simulated,7
9,3,0.5,simulated,7
9,4,0.527777777777778,simulated,7
9,5,0.416666666666667,simulated,7
10,1,0.194444444444444,simulated,7
10,2,0.347222222222222,simulated,7
10,3,0.408450704225352,simulated,7
10,4,0.472222222222222,simulated,7
10,5,0.569444444444444,simulated,7
11,1,0.597222222222222,simulated,7
11,2,0.569444444444444,simulated,7
11,3,0.464788732394366,simulated,7
11,4,0.472222222222222,simulated,7
11,5,0.541666666666667,simulated,7
12,1,0.708333333333333,simulated,7
12,2,0.513888888888889,simulated,7
12,3,0.472222222222222,simulated,7
12,4,0.486111111111111,simulated,7
12,5,0.458333333333333,simulated,7
13,1,0.358490566037736,simulated,7
13,2,0.518518518518518,simulated,7
13,3,0.410714285714286,simulated,7
13,4,0.407407407407407,simulated,7
13,5,0.537037037037037,simulated,7
15,1,0.523809523809524,simulated,7
